kontostand,dauer,kredithistorie,zweck,kreditbetrag,ersparnisse,beschaeftigt_seit,rate_vs_einkommen,geschlecht,mitschuldner,meldeadresse_seit,vermoegen,alter,verpflichtungen,wohnung,bestehende_kredite,job,unterhaltspflichtig,telefon,ergebnis,status
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,6761,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,4,Auto,68,keine,Miete,2,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1249,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
im Dispo,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1364,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,4,unbekannt / kein Vermoegen,59,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,709,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,57,Laden,Eigentum,1,ungelernt / angestellt,1,nein,2,single
im Dispo,20,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2235,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,Buerge,2,Immobilien,33,Bank,Miete,2,Facharbeiter / Beamter,1,nein,2,verheiratet / verwitwet
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,4042,unbekannt / kein Konto,zwischen 4 und 7 Jahren,3,maennlich,keine,4,Immobilien,43,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,15,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1471,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,35,keine,kostenlos,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,18,keine Kredite/puenktliche Zahlung,Neuwagen,1442,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,32,keine,kostenlos,2,ungelernt / angestellt,2,nein,2,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Neuwagen,10875,weniger als 100,laenger als 7 Jahre,2,maennlich,keine,2,Auto,45,keine,Eigentum,2,Facharbeiter / Beamter,2,ja,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1474,zwischen 100 und 500,weniger als 1 Jahr,4,maennlich,keine,3,unbekannt / kein Vermoegen,33,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Umschulung,894,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,weiblich,keine,3,Immobilien,40,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,15,Kritisches Konto / Kredite bei anderer Bank,Moebel,3343,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,28,keine,kostenlos,1,Facharbeiter / Beamter,1,ja,1,single
im Dispo,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3959,weniger als 100,zwischen 1 und 4 Jahren,3,weiblich,keine,2,Immobilien,29,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3577,zwischen 100 und 500,zwischen 1 und 4 Jahren,1,maennlich,Buerge,2,unbekannt / kein Vermoegen,26,keine,Miete,1,Facharbeiter / Beamter,2,nein,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,5804,ueber 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,27,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Bestehender Kredit wird puenktlich bedient,Geschaeft,2169,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,28,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,verheiratet / verwitwet
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2439,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,unbekannt / kein Vermoegen,35,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,27,Kritisches Konto / Kredite bei anderer Bank,Moebel,4526,ueber 1.000,weniger als 1 Jahr,4,maennlich,keine,2,unbekannt / kein Vermoegen,32,Laden,Eigentum,2,ungelernt / angestellt,2,ja,1,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2210,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,25,Bank,Miete,1,ungelernt / angestellt,1,nein,2,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2221,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,2,weiblich,keine,4,Auto,20,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2389,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,1,Auto,27,Laden,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Moebel,3331,weniger als 100,laenger als 7 Jahre,2,maennlich,keine,4,Immobilien,42,Laden,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,7409,unbekannt / kein Konto,laenger als 7 Jahre,3,maennlich,keine,2,Immobilien,37,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,652,weniger als 100,laenger als 7 Jahre,4,weiblich,keine,4,Immobilien,24,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Moebel,7678,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,2,weiblich,keine,4,Auto,40,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
mehr als 200 DM,6,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1343,weniger als 100,laenger als 7 Jahre,1,maennlich,keine,4,unbekannt / kein Vermoegen,46,keine,Eigentum,2,Facharbeiter / Beamter,2,nein,1,single
im Dispo,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,1382,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,1,unbekannt / kein Vermoegen,26,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Haushaltsgeraete,874,unbekannt / kein Konto,weniger als 1 Jahr,4,weiblich,keine,1,unbekannt / kein Vermoegen,24,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3590,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,weiterer Kreditnehmer,2,Immobilien,29,keine,Eigentum,1,ungelernt / angestellt,2,nein,1,single
unter 200 DM,11,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1322,ueber 1.000,zwischen 1 und 4 Jahren,4,weiblich,keine,4,Auto,40,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,keine Kredite/puenktliche Zahlung,Unterhaltungselektronik,1940,weniger als 100,weniger als 1 Jahr,3,maennlich,weiterer Kreditnehmer,4,unbekannt / kein Vermoegen,36,Bank,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3595,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,Auto,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1422,weniger als 100,weniger als 1 Jahr,3,maennlich,keine,2,unbekannt / kein Vermoegen,27,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,30,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,6742,unbekannt / kein Konto,zwischen 4 und 7 Jahren,2,maennlich,keine,3,Immobilien,36,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,7814,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,3,Auto,38,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,9277,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,4,unbekannt / kein Vermoegen,48,keine,kostenlos,1,Facharbeiter / Beamter,1,ja,1,geschieden / getrennt
unter 200 DM,30,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2181,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1098,weniger als 100,arbeitslos,4,weiblich,keine,4,Auto,65,keine,Eigentum,2,ungelernt/nicht angestellt,1,nein,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,4057,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,3,Auto,43,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,geschieden / getrennt
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,795,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,Immobilien,53,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,2825,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,34,keine,Eigentum,2,Facharbeiter / Beamter,2,ja,1,single
unter 200 DM,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,15672,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,23,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,36,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,6614,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,34,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,28,keine Kredite/puenktliche Zahlung,Gebrauchtwagen,7824,unbekannt / kein Konto,weniger als 1 Jahr,3,maennlich,Buerge,4,unbekannt / kein Vermoegen,40,Bank,Miete,2,Facharbeiter / Beamter,2,ja,1,single
im Dispo,27,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,2442,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,43,Laden,Eigentum,4,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
Kein Konto,15,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1829,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,46,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2171,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,Immobilien,38,Bank,Eigentum,2,ungelernt / angestellt,1,nein,1,single
unter 200 DM,36,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,5800,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,4,Auto,34,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1169,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,3,Immobilien,29,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Gebrauchtwagen,8947,unbekannt / kein Konto,zwischen 4 und 7 Jahren,3,maennlich,keine,2,Auto,31,Laden,Eigentum,1,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
im Dispo,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2606,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,Immobilien,28,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Moebel,1592,ueber 1.000,zwischen 4 und 7 Jahren,3,weiblich,keine,2,Immobilien,35,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2186,unbekannt / kein Konto,zwischen 4 und 7 Jahren,1,weiblich,keine,4,unbekannt / kein Vermoegen,33,Bank,Miete,1,ungelernt / angestellt,1,nein,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,4153,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,weiterer Kreditnehmer,3,Auto,42,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
im Dispo,16,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2625,weniger als 100,laenger als 7 Jahre,2,maennlich,Buerge,4,Immobilien,43,Bank,Miete,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,20,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,3485,unbekannt / kein Konto,weniger als 1 Jahr,2,maennlich,keine,4,unbekannt / kein Vermoegen,44,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,geschieden / getrennt
Kein Konto,36,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,10477,unbekannt / kein Konto,laenger als 7 Jahre,2,maennlich,keine,4,unbekannt / kein Vermoegen,42,keine,kostenlos,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1386,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,40,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1278,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,1,unbekannt / kein Vermoegen,36,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1107,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,20,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
im Dispo,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3763,unbekannt / kein Konto,zwischen 4 und 7 Jahren,2,maennlich,weiterer Kreditnehmer,2,unbekannt / kein Vermoegen,24,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,3711,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,27,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,15,Bestehender Kredit wird puenktlich bedient,Gebrauchtwagen,3594,weniger als 100,weniger als 1 Jahr,1,weiblich,keine,2,Immobilien,46,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
unter 200 DM,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3195,unbekannt / kein Konto,zwischen 1 und 4 Jahren,1,weiblich,keine,2,unbekannt / kein Vermoegen,33,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,4454,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,4,unbekannt / kein Vermoegen,34,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Moebel,4736,weniger als 100,weniger als 1 Jahr,2,weiblich,keine,4,Auto,25,Bank,Eigentum,1,ungelernt / angestellt,1,nein,2,single
unter 200 DM,30,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2991,unbekannt / kein Konto,laenger als 7 Jahre,2,weiblich,keine,4,Auto,25,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,11,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,2142,ueber 1.000,laenger als 7 Jahre,1,maennlich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,geschieden / getrennt
im Dispo,24,keine Kredite/puenktliche Zahlung,Geschaeft,3161,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,31,keine,Miete,1,Facharbeiter / Beamter,1,ja,2,single
unter 200 DM,48,Kritisches Konto / Kredite bei anderer Bank,Anderes,18424,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,keine,2,Immobilien,32,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,2848,zwischen 100 und 500,zwischen 1 und 4 Jahren,1,maennlich,weiterer Kreditnehmer,2,unbekannt / kein Vermoegen,32,keine,Eigentum,1,Facharbeiter / Beamter,2,nein,1,single
im Dispo,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,14896,weniger als 100,laenger als 7 Jahre,1,maennlich,keine,4,unbekannt / kein Vermoegen,68,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2359,zwischen 100 und 500,arbeitslos,1,maennlich,keine,1,Immobilien,33,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,geschieden / getrennt
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3345,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,Immobilien,39,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Moebel,1817,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,48,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,12749,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,4,maennlich,keine,1,Auto,37,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1366,weniger als 100,weniger als 1 Jahr,3,weiblich,keine,4,Immobilien,22,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,2002,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,4,Immobilien,30,keine,Miete,1,Facharbeiter / Beamter,2,ja,1,single
im Dispo,24,keine Kredite/puenktliche Zahlung,Moebel,6872,weniger als 100,weniger als 1 Jahr,2,maennlich,keine,1,Immobilien,55,Bank,Eigentum,1,Facharbeiter / Beamter,1,ja,2,geschieden / getrennt
im Dispo,12,keine Kredite/puenktliche Zahlung,Neuwagen,697,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,2,Auto,46,Bank,Eigentum,2,Facharbeiter / Beamter,1,ja,2,single
im Dispo,18,Kritisches Konto / Kredite bei anderer Bank,Moebel,1049,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,Immobilien,21,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,10297,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,39,Laden,kostenlos,3,Facharbeiter / Beamter,2,ja,2,single
Kein Konto,30,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1867,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,4,Auto,58,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
im Dispo,12,Bestehender Kredit wird puenktlich bedient,Neuwagen,1344,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,43,keine,Eigentum,2,ungelernt / angestellt,2,nein,1,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1747,weniger als 100,weniger als 1 Jahr,4,maennlich,weiterer Kreditnehmer,1,Immobilien,24,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1670,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,2,Auto,22,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,9,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1224,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,1,unbekannt / kein Vermoegen,30,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,522,zwischen 500 und 1.000,laenger als 7 Jahre,4,maennlich,keine,4,Immobilien,42,keine,Eigentum,2,Facharbeiter / Beamter,2,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1498,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,1,Auto,23,Bank,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,30,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,1919,zwischen 100 und 500,weniger als 1 Jahr,4,maennlich,keine,3,unbekannt / kein Vermoegen,30,Laden,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,nein,2,single
mehr als 200 DM,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,745,weniger als 100,zwischen 1 und 4 Jahren,3,weiblich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,1,ungelernt / angestellt,1,nein,2,single
unter 200 DM,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2063,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,3,Auto,30,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,verheiratet / verwitwet
unter 200 DM,60,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,6288,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,42,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,6842,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,4,Immobilien,46,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3527,unbekannt / kein Konto,weniger als 1 Jahr,2,maennlich,keine,3,Immobilien,45,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1546,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,unbekannt / kein Vermoegen,31,keine,Eigentum,1,ungelernt / angestellt,2,nein,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,929,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,2,Auto,31,Laden,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
